Datetime,Badger Pass: Snow Water Equivalent,Mount Lockhart: Snow Water Equivalent,GIBSON RESERVOIR; MONTANA: Inflow,Badger Pass: Precipitation,Mount Lockhart: Precipitation
1990-07-15,0.0,0.0,1142.365,0.0,0.0
1990-07-16,0.0,0.0,1139.245,0.0,0.0
1990-07-17,0.0,0.0,1059.651,0.0,0.0
1990-07-18,0.0,0.0,939.523,0.0,0.0
1990-07-19,0.0,0.0,934.36,0.2,0.0
1990-07-20,0.0,0.0,876.172,0.0,0.0
1990-07-21,0.0,0.0,880.315,0.1,0.0
1990-07-22,0.0,0.0,884.3,0.1,0.0
1990-07-23,0.0,0.0,762.597,0.0,0.0
1990-07-24,0.0,0.0,769.966,0.3,0.2
1990-07-25,0.0,0.0,828.002,0.3,0.1
1990-07-26,0.0,0.0,704.155,0.5,0.0
1990-07-27,0.0,0.0,671.45,0.1,0.1
1990-07-28,0.0,0.0,742.882,0.0,0.1
1990-07-29,0.0,0.0,696.054,0.0,0.0
1990-07-30,0.0,0.0,544.742,0.0,0.0
1990-07-31,0.0,0.0,640.72,0.0,0.0
1990-08-01,0.0,0.0,598.684,0.0,0.0
1990-08-02,0.0,0.0,637.302,0.0,0.0
1990-08-03,0.0,0.0,592.48,0.1,0.1
1990-08-04,0.0,0.0,515.258,0.0,0.0
1990-08-05,0.0,0.0,538.312,0.0,0.0
1990-08-06,0.0,0.0,586.115,0.0,0.0
1990-08-07,0.0,0.0,546.024,0.0,0.0
1990-08-08,0.0,0.0,504.555,0.0,0.0
1990-08-09,0.0,0.0,434.887,0.0,0.0
1990-08-10,0.0,0.0,529.725,0.0,0.1
1990-08-11,0.0,0.0,525.547,0.0,0.0
1990-08-12,0.0,0.0,500.842,0.0,0.0
1990-08-13,0.0,0.0,538.942,0.0,0.0
1990-08-14,0.0,0.0,487.227,0.0,0.0
1990-08-15,0.0,0.0,453.057,0.0,0.3
1990-08-16,0.0,0.0,490.569,0.3,0.0
1990-08-17,0.0,0.0,449.915,1.1,0.4
1990-08-18,0.0,0.0,545.492,0.3,0.7
1990-08-19,0.0,0.0,505.113,1.4,1.4
1990-08-20,0.0,0.0,709.777,0.2,0.2
1990-08-21,0.0,0.0,668.584,0.1,0.0
1990-08-22,0.0,0.0,539.793,0.0,0.0
1990-08-23,0.0,0.0,525.591,0.1,0.0
1990-08-24,0.0,0.0,519.137,0.4,0.6
1990-08-25,0.0,0.0,550.348,0.3,0.1
1990-08-26,0.0,0.0,550.559,0.1,0.1
1990-08-27,0.0,0.0,506.694,0.1,0.0
1990-08-28,0.0,0.0,550.346,0.0,0.0
1990-08-29,0.0,0.0,550.348,0.0,0.0
1990-08-30,0.0,0.0,520.559,0.0,0.0
1990-08-31,0.0,0.0,509.348,0.1,0.0
1990-09-01,0.0,0.0,466.299,0.1,0.0
1990-09-02,0.0,0.0,467.114,0.0,0.0
1990-09-03,0.0,0.0,466.906,0.0,0.0
1990-09-04,0.0,0.0,466.906,0.0,0.0
1990-09-05,0.0,0.0,467.114,0.0,0.0
1990-09-06,0.0,0.0,424.969,0.0,0.0
1990-09-07,0.0,0.0,425.729,0.0,0.0
1990-09-08,0.0,0.0,425.731,0.0,0.0
1990-09-09,0.0,0.0,426.078,0.0,0.2
1990-09-10,0.0,0.0,554.392,0.0,0.0
1990-09-11,0.0,0.0,552.25,0.0,0.0
1990-09-12,0.0,0.0,364.512,0.0,0.1
1990-09-13,0.0,0.0,366.54,0.0,0.0
1990-09-14,0.0,0.0,394.529,0.0,0.0
1990-09-15,0.0,0.0,172.666,0.0,0.0
1990-09-16,0.0,0.0,420.061,0.1,0.0
1990-09-17,0.0,0.0,351.35,0.0,0.0
1990-09-18,0.0,0.0,395.672,0.0,0.0
1990-09-19,0.0,0.0,361.264,0.0,0.0
1990-09-20,0.0,0.0,395.66,0.0,0.0
1990-09-21,0.0,0.0,357.8,0.1,0.0
1990-09-22,0.0,0.0,376.133,0.0,0.0
1990-09-23,0.0,0.0,379.914,0.0,0.0
1990-09-24,0.0,0.0,220.934,0.0,0.0
1990-09-25,0.0,0.0,393.118,0.0,0.0
1990-09-26,0.0,0.0,327.713,0.0,0.0
1990-09-27,0.0,0.0,191.529,0.1,0.0
1990-09-28,0.0,0.0,346.471,0.0,0.0
1990-09-29,0.0,0.0,379.879,0.0,0.0
1990-09-30,0.0,0.0,264.529,0.0,0.0
1990-10-01,0.0,0.0,298.644,0.2,0.1
1990-10-02,0.0,0.0,299.853,0.7,0.5
1990-10-03,0.2,0.0,334.826,0.3,0.3
1990-10-04,0.7,0.0,371.109,1.1,0.7
1990-10-05,0.0,0.0,342.751,1.1,1.1
1990-10-06,0.3,0.1,449.315,0.3,0.5
1990-10-07,0.5,0.4,416.861,0.0,0.0
1990-10-08,0.5,0.4,454.961,0.0,0.0
1990-10-09,0.5,0.5,422.58,0.0,0.0
1990-10-10,0.6,0.5,352.635,1.1,0.7
1990-10-11,1.3,0.8,391.816,0.0,0.0
1990-10-12,1.3,0.8,358.029,0.1,0.5
1990-10-13,1.5,1.1,359.14,0.4,0.8
1990-10-14,1.9,1.7,361.913,0.2,0.1
1990-10-15,2.0,1.8,401.996,0.4,0.4
1990-10-16,2.4,2.3,404.552,0.7,0.6
1990-10-17,3.1,2.7,446.701,0.1,0.0
1990-10-18,3.1,2.7,371.895,0.0,0.0
1990-10-19,3.2,2.7,332.886,0.2,0.1
1990-10-20,3.3,2.7,416.0,0.0,0.1
1990-10-21,3.3,2.7,372.447,0.3,0.2
1990-10-22,3.8,3.0,415.236,0.2,0.1
1990-10-23,3.8,3.0,419.12,0.0,0.0
1990-10-24,3.8,3.0,379.399,0.0,0.0
1990-10-25,3.8,2.9,381.42,0.0,0.0
1990-10-26,3.7,2.9,426.683,0.4,0.4
1990-10-27,3.6,2.9,514.79,0.0,0.0
1990-10-28,3.6,2.9,519.426,0.2,0.0
1990-10-29,3.6,2.9,524.115,0.0,0.2
1990-10-30,3.6,2.7,528.869,0.0,0.0
1990-10-31,3.7,2.7,528.442,0.2,0.0
1990-11-01,3.8,2.8,537.877,0.2,0.1
1990-11-02,4.0,2.8,543.322,0.1,0.0
1990-11-03,4.0,2.8,408.395,0.0,0.0
1990-11-04,4.0,2.8,362.421,0.2,0.2
1990-11-05,4.3,2.8,412.582,0.2,0.2
1990-11-06,4.3,3.0,365.85,0.1,0.0
1990-11-07,4.3,3.0,367.463,0.0,0.0
1990-11-08,4.6,3.1,443.866,0.4,0.3
1990-11-09,5.1,3.3,481.536,1.0,0.9
1990-11-10,6.4,4.3,360.0,0.2,0.1
1990-11-11,6.5,4.4,503.595,0.0,0.0
1990-11-12,6.5,4.3,504.28,0.0,0.0
1990-11-13,6.5,4.3,456.558,0.1,0.0
1990-11-14,6.5,4.3,456.794,0.4,0.2
1990-11-15,6.7,4.3,456.794,0.1,0.0
1990-11-16,6.8,4.3,408.16,0.1,0.0
1990-11-17,6.8,4.3,438.84,0.0,0.0
1990-11-18,6.8,4.3,390.206,0.1,0.3
1990-11-19,7.0,4.3,390.206,0.1,0.0
1990-11-20,7.0,4.3,446.84,0.5,0.1
1990-11-21,7.2,4.4,495.0,0.8,0.5
1990-11-22,7.9,4.5,495.0,0.5,0.5
1990-11-23,9.0,5.3,495.0,0.5,0.6
1990-11-24,9.7,6.0,446.602,2.2,2.9
1990-11-25,12.6,9.6,495.0,1.3,1.5
1990-11-26,14.0,10.9,495.0,0.1,0.1
1990-11-27,14.1,11.0,543.398,0.0,0.3
1990-11-28,14.4,11.3,495.0,0.2,0.2
1990-11-29,14.6,11.4,495.0,0.3,0.7
1990-11-30,15.5,12.2,446.602,0.2,0.4
1990-12-01,16.2,12.5,390.661,0.2,0.3
1990-12-02,16.7,12.7,487.0,0.2,0.2
1990-12-03,16.9,12.8,336.407,0.0,0.0
1990-12-04,17.1,12.9,288.464,0.1,0.2
1990-12-05,17.7,13.0,336.574,0.1,0.5
1990-12-06,18.1,13.4,385.156,0.0,0.0
1990-12-07,18.1,13.4,384.921,0.5,0.0
1990-12-08,18.1,13.4,480.0,2.3,0.0
1990-12-09,18.2,13.4,480.0,0.0,0.0
1990-12-10,18.3,13.4,390.0,0.4,0.4
1990-12-11,18.8,13.5,342.461,0.5,0.4
1990-12-12,19.3,13.9,390.0,0.2,0.0
1990-12-13,19.4,13.9,295.156,0.0,0.1
1990-12-14,19.4,14.0,342.461,0.1,0.1
1990-12-15,19.5,14.0,295.325,0.0,0.0
1990-12-16,19.5,14.0,295.961,0.0,0.1
1990-12-17,19.8,14.1,342.864,1.0,0.8
1990-12-18,20.8,14.9,342.864,0.7,0.7
1990-12-19,21.2,15.2,342.864,0.1,0.0
1990-12-20,21.2,15.2,342.866,0.0,0.0
1990-12-21,21.2,15.2,343.095,0.0,0.0
1990-12-22,21.3,15.2,353.0,0.0,0.0
1990-12-23,21.5,15.2,353.0,0.0,0.3
1990-12-24,21.7,15.6,353.0,0.0,0.1
1990-12-25,21.8,15.7,353.0,0.0,0.0
1990-12-26,22.0,15.8,353.0,0.0,0.1
1990-12-27,22.4,16.0,353.0,0.4,0.7
1990-12-28,23.1,16.7,353.0,0.3,0.1
1990-12-29,23.2,16.8,305.864,0.0,0.1
1990-12-30,23.3,16.8,353.0,0.0,0.0
1990-12-31,23.7,17.0,353.0,0.0,0.6
1991-01-01,24.7,17.7,298.864,0.7,0.4
1991-01-02,25.4,18.4,346.0,0.1,0.2
1991-01-03,25.5,18.5,346.0,0.4,0.0
1991-01-04,25.5,18.5,346.0,0.5,0.0
1991-01-05,25.5,18.5,346.0,0.4,0.0
1991-01-06,25.5,18.5,346.0,0.4,0.0
1991-01-07,25.6,18.5,299.471,0.1,0.7
1991-01-08,26.2,19.1,346.0,0.6,0.3
1991-01-09,26.8,19.6,318.0,0.3,0.2
1991-01-10,26.9,19.7,271.471,0.6,0.1
1991-01-11,26.9,19.7,271.697,0.2,0.1
1991-01-12,27.1,19.7,271.469,0.3,0.5
1991-01-13,28.0,20.4,271.471,0.2,0.4
1991-01-14,29.0,21.0,250.471,0.4,0.1
1991-01-15,29.4,21.1,204.168,0.2,0.2
1991-01-16,29.6,21.3,297.0,0.1,0.3
1991-01-17,29.7,21.5,262.0,0.2,0.0
1991-01-18,29.9,21.5,215.469,0.3,0.2
1991-01-19,30.2,21.9,262.0,0.2,0.0
1991-01-20,30.4,21.9,262.0,0.1,0.0
1991-01-21,30.5,21.9,262.0,0.2,0.0
1991-01-22,30.7,21.9,220.0,0.2,0.0
1991-01-23,30.9,21.9,173.471,0.2,0.1
1991-01-24,31.1,21.9,220.0,0.3,0.1
1991-01-25,31.4,21.9,220.0,0.2,0.0
1991-01-26,31.6,21.9,266.529,0.1,0.0
1991-01-27,31.7,21.9,220.0,0.4,0.1
1991-01-28,32.1,22.0,266.531,0.2,0.0
1991-01-29,32.3,22.0,220.0,0.1,0.0
1991-01-30,32.4,22.1,266.303,0.0,0.0
1991-01-31,32.4,22.2,266.529,0.2,0.0
1991-02-01,32.6,22.3,366.589,0.2,1.0
1991-02-02,32.8,22.3,273.303,0.0,0.1
1991-02-03,32.8,22.4,273.529,0.1,0.0
1991-02-04,32.9,22.4,313.665,0.2,0.0
1991-02-05,33.0,22.4,267.136,0.0,0.0
1991-02-06,33.0,22.4,266.905,0.0,0.0
1991-02-07,33.1,22.4,267.134,0.0,0.0
1991-02-08,33.2,22.4,267.136,0.0,0.0
1991-02-09,33.2,22.4,267.136,0.0,0.0
1991-02-10,33.3,22.4,267.136,0.0,0.0
1991-02-11,33.4,22.4,266.905,0.0,0.0
1991-02-12,33.5,22.4,314.269,0.4,0.4
1991-02-13,33.9,22.5,315.079,0.1,0.0
1991-02-14,34.0,22.6,314.844,0.0,0.0
1991-02-15,34.2,22.6,315.079,0.0,0.1
1991-02-16,34.4,22.4,262.0,0.4,0.3
1991-02-17,34.7,22.5,262.0,0.2,0.1
1991-02-18,34.8,22.6,262.0,0.0,0.1
1991-02-19,34.9,22.7,262.0,0.5,0.7
1991-02-20,35.8,23.4,309.539,0.3,0.7
1991-02-21,37.1,24.0,297.0,0.1,0.1
1991-02-22,37.5,24.0,344.307,0.2,0.1
1991-02-23,37.7,24.1,297.0,0.0,0.2
1991-02-24,37.9,24.2,297.0,0.1,0.0
1991-02-25,38.1,24.2,344.537,0.0,0.0
1991-02-26,38.3,24.2,297.0,0.1,0.0
1991-02-27,38.5,24.2,297.0,0.0,0.2
1991-02-28,38.8,24.2,249.463,0.2,0.1
1991-03-01,38.8,24.3,297.0,0.1,0.2
1991-03-02,38.9,24.4,297.0,0.5,0.4
1991-03-03,39.4,25.3,249.693,0.9,1.1
1991-03-04,40.3,26.5,297.0,0.9,0.3
1991-03-05,41.2,26.8,344.307,0.3,0.3
1991-03-06,41.5,27.1,297.0,0.4,0.1
1991-03-07,41.9,27.2,297.0,0.3,0.0
1991-03-08,42.2,27.4,249.693,0.3,0.2
1991-03-09,42.5,27.5,297.0,0.1,0.0
1991-03-10,42.6,27.5,249.461,0.1,0.1
1991-03-11,42.7,27.6,297.0,0.0,0.0
1991-03-12,42.7,27.6,249.461,0.1,0.0
1991-03-13,42.8,27.6,249.461,0.2,0.0
1991-03-14,43.0,27.7,249.463,0.0,0.0
1991-03-15,43.0,27.8,249.693,0.1,0.1
1991-03-16,43.1,27.8,297.0,0.0,0.1
1991-03-17,43.1,27.9,344.307,0.1,0.0
1991-03-18,43.2,27.9,297.0,0.2,0.0
1991-03-19,43.4,27.9,254.614,0.1,0.0
1991-03-20,43.5,27.9,255.825,0.0,0.4
1991-03-21,43.5,27.9,302.729,0.4,0.3
1991-03-22,44.2,28.2,302.731,0.2,0.1
1991-03-23,44.4,28.3,302.959,0.3,0.0
1991-03-24,44.7,28.5,303.335,0.4,0.2
1991-03-25,45.1,28.7,304.168,0.3,0.4
1991-03-26,45.4,28.9,257.411,0.2,0.0
1991-03-27,45.6,29.0,257.637,0.1,0.0
1991-03-28,45.7,29.1,304.497,0.1,0.1
1991-03-29,45.8,29.3,305.275,0.1,0.1
1991-03-30,45.9,29.3,305.051,0.2,0.2
1991-03-31,46.1,29.0,259.301,0.1,0.0
1991-04-01,46.2,28.1,305.051,0.0,0.0
1991-04-02,46.2,27.9,351.631,0.1,0.0
1991-04-03,46.3,28.2,397.0,0.1,0.0
1991-04-04,46.4,28.3,351.631,0.3,0.4
1991-04-05,47.1,28.3,533.712,0.8,0.3
1991-04-06,47.8,28.5,718.373,0.3,0.0
1991-04-07,48.0,28.6,767.9,0.0,0.1
1991-04-08,48.1,28.7,724.069,0.1,0.0
1991-04-09,48.5,28.8,632.446,0.2,0.3
1991-04-10,48.8,29.0,586.348,0.6,0.5
1991-04-11,49.2,29.6,586.923,3.0,2.4
1991-04-12,52.5,32.2,554.384,0.0,0.1
1991-04-13,53.5,32.2,555.426,0.0,0.0
1991-04-14,53.9,32.2,507.65,0.0,0.1
1991-04-15,54.1,32.3,507.886,0.0,0.4
1991-04-16,54.5,32.7,507.652,0.4,0.3
1991-04-17,55.2,33.1,556.28,1.4,0.3
1991-04-18,56.2,33.4,508.558,0.2,0.2
1991-04-19,56.7,33.6,508.794,0.0,0.0
1991-04-20,56.9,33.7,508.794,0.0,0.0
1991-04-21,57.0,33.3,605.705,0.0,0.0
1991-04-22,57.0,32.9,760.776,0.0,0.0
1991-04-23,56.9,32.7,1089.848,0.0,0.0
1991-04-24,56.2,32.5,1501.519,0.1,0.1
1991-04-25,55.7,32.4,1674.33,0.1,0.1
1991-04-26,55.5,32.4,1537.502,0.0,0.0
1991-04-27,55.5,32.5,1327.342,0.0,0.3
1991-04-28,55.7,33.0,1120.734,0.2,0.0
1991-04-29,55.9,33.0,1004.827,0.2,0.2
1991-04-30,56.2,33.2,1208.827,0.2,0.1
1991-05-01,56.6,33.2,948.658,0.1,0.0
1991-05-02,56.8,33.4,1009.979,0.0,0.2
1991-05-03,57.2,33.5,826.302,0.6,0.1
1991-05-04,57.5,33.7,839.989,0.2,0.0
1991-05-05,57.8,33.8,857.533,0.0,0.0
1991-05-06,58.1,33.8,837.211,0.0,0.0
1991-05-07,58.3,33.3,1084.874,0.0,0.0
1991-05-08,57.5,33.2,1267.468,0.2,0.2
1991-05-09,55.4,32.9,1726.841,0.0,0.0
1991-05-10,54.2,32.9,1817.526,0.0,0.0
1991-05-11,53.5,32.6,2376.037,0.9,1.7
1991-05-12,51.9,32.7,2528.037,0.4,0.1
1991-05-13,49.8,32.7,2680.037,0.1,0.0
1991-05-14,49.4,32.1,3392.228,0.0,0.2
1991-05-15,49.2,31.7,3511.371,0.0,0.0
1991-05-16,49.3,31.2,3820.205,0.0,0.0
1991-05-17,48.5,30.7,4183.807,0.2,0.0
1991-05-18,47.6,30.0,5021.72,2.9,2.2
1991-05-19,48.3,30.2,11336.737,0.0,0.0
1991-05-20,46.7,30.0,13881.981,0.0,0.1
1991-05-21,45.9,28.6,8403.434,0.1,0.0
1991-05-22,45.3,28.6,6873.213,0.0,0.0
1991-05-23,44.9,27.9,7061.0,0.0,0.0
1991-05-24,44.1,27.1,6876.83,0.0,0.0
1991-05-25,43.3,26.2,7157.17,0.0,0.0
1991-05-26,42.2,25.8,6231.875,0.0,0.0
1991-05-27,41.9,25.3,4931.47,0.3,0.1
1991-05-28,41.4,24.9,4280.181,0.6,0.5
1991-05-29,41.7,25.0,4008.632,0.0,0.0
1991-05-30,41.9,24.2,3805.259,0.4,0.2
1991-05-31,41.8,23.6,4128.871,0.0,0.0
1991-06-01,41.6,23.1,4554.321,0.0,0.1
1991-06-02,40.8,22.1,5912.962,0.0,0.0
1991-06-03,39.5,21.1,6955.827,0.1,0.0
1991-06-04,37.9,20.0,7558.08,0.1,0.2
1991-06-05,36.6,19.1,5907.398,1.2,0.9
1991-06-06,35.7,18.5,6593.478,0.2,0.2
1991-06-07,34.7,17.9,6786.0,0.1,0.0
1991-06-08,33.4,17.0,6651.522,0.0,0.1
1991-06-09,32.1,15.7,5885.522,0.0,0.0
1991-06-10,30.9,14.5,5753.875,0.0,0.0
1991-06-11,29.6,13.0,6604.125,0.3,0.3
1991-06-12,28.4,12.2,6439.0,0.0,0.0
1991-06-13,27.3,11.1,5330.875,0.0,0.0
1991-06-14,26.4,10.1,4332.297,0.1,0.1
1991-06-15,25.8,9.8,3754.857,0.0,0.0
1991-06-16,25.1,9.0,3304.181,0.3,0.3
1991-06-17,24.6,8.0,3100.55,0.0,0.0
1991-06-18,24.3,7.0,2847.259,0.1,0.0
1991-06-19,23.2,5.6,2835.154,0.8,0.8
1991-06-20,22.2,5.1,3408.888,1.7,1.8
1991-06-21,20.7,4.4,5299.744,0.0,0.0
1991-06-22,18.9,2.7,7923.935,0.0,0.2
1991-06-23,17.5,1.6,5233.921,0.1,0.1
1991-06-24,16.0,1.0,4980.718,0.0,0.0
1991-06-25,14.8,0.7,4627.65,0.0,0.1
1991-06-26,13.8,0.5,3448.839,0.0,0.0
1991-06-27,12.5,0.0,3712.626,0.0,0.0
1991-06-28,11.1,0.0,3976.967,0.1,0.2
1991-06-29,9.7,0.0,3754.689,0.4,0.8
1991-06-30,8.6,0.0,4331.879,0.5,0.4
1991-07-01,7.4,0.0,5347.782,0.0,0.0
1991-07-02,5.4,0.0,4593.47,0.0,0.0
1991-07-03,3.5,0.0,4130.722,0.0,0.0
1991-07-04,1.8,0.0,4138.684,0.0,0.0
1991-07-05,0.4,0.0,4285.113,0.0,0.0
1991-07-06,0.3,0.0,3658.85,0.0,0.0
1991-07-07,0.2,0.0,2358.354,0.0,0.0
1991-07-08,0.0,0.0,2782.225,0.0,0.0
1991-07-09,0.0,0.0,2651.583,0.0,0.0
1991-07-10,0.0,0.0,2385.851,0.0,0.0
1991-07-11,0.0,0.0,2320.9,0.0,0.1
1991-07-12,0.0,0.0,2074.732,0.0,0.0
1991-07-13,0.0,0.0,2012.369,0.0,0.0
1991-07-14,0.0,0.0,2011.1,0.1,0.0
1991-07-15,0.0,0.0,1881.466,0.0,0.0
1991-07-16,0.0,0.0,1807.204,0.0,0.0
1991-07-17,0.0,0.0,1734.073,0.0,0.1
1991-07-18,0.0,0.0,1556.75,0.0,0.0
1991-07-19,0.0,0.0,1392.206,0.0,0.0
1991-07-20,0.0,0.0,1251.388,0.0,0.0
1991-07-21,0.0,0.0,1276.631,0.0,0.0
1991-07-22,0.0,0.0,1151.329,0.0,0.0
1991-07-23,0.0,0.0,1208.537,0.0,0.0
1991-07-24,0.0,0.0,1059.166,0.0,0.0
1991-07-25,0.0,0.0,1049.23,0.0,0.0
1991-07-26,0.0,0.0,998.782,0.0,0.0
1991-07-27,0.0,0.0,929.606,0.0,0.0
1991-07-28,0.0,0.0,949.706,0.0,0.0
1991-07-29,0.0,0.0,952.275,0.0,0.0
1991-07-30,0.0,0.0,830.046,0.0,0.0
1991-07-31,0.0,0.0,895.044,0.0,0.0
1991-08-01,0.0,0.0,917.704,0.8,0.6
1991-08-02,0.0,0.0,872.547,0.0,0.0
1991-08-03,0.0,0.0,802.572,0.0,0.0
1991-08-04,0.0,0.0,677.172,0.0,0.0
1991-08-05,0.0,0.0,739.008,0.0,1.3
1991-08-06,0.0,0.0,800.926,0.1,0.0
1991-08-07,0.0,0.0,627.858,0.0,0.0
1991-08-08,0.0,0.0,689.875,0.0,0.0
1991-08-09,0.0,0.0,750.001,0.0,0.0
1991-08-10,0.0,0.0,630.049,0.3,0.1
1991-08-11,0.0,0.0,691.36,0.0,0.0
1991-08-12,0.0,0.0,694.413,0.2,0.1
1991-08-13,0.0,0.0,613.097,0.0,0.0
1991-08-14,0.0,0.0,591.668,0.1,0.0
1991-08-15,0.0,0.0,642.01,0.0,0.0
1991-08-16,0.0,0.0,645.642,0.0,0.0
1991-08-17,0.0,0.0,586.525,0.0,0.0
1991-08-18,0.0,0.0,538.02,0.0,0.0
1991-08-19,0.0,0.0,659.015,0.0,0.0
1991-08-20,0.0,0.0,617.928,0.0,0.0
1991-08-21,0.0,0.0,548.824,0.0,0.0
1991-08-22,0.0,0.0,555.173,0.0,0.0
1991-08-23,0.0,0.0,454.148,0.0,0.0
1991-08-24,0.0,0.0,647.898,0.0,0.0
1991-08-25,0.0,0.0,465.739,0.0,0.0
1991-08-26,0.0,0.0,535.483,0.0,0.1
1991-08-27,0.0,0.0,532.086,0.1,0.1
1991-08-28,0.0,0.0,487.714,0.0,0.0
1991-08-29,0.0,0.0,583.433,0.0,0.0
1991-08-30,0.0,0.0,442.918,0.0,0.0
1991-08-31,0.0,0.0,489.035,0.0,0.0
1991-09-01,0.0,0.0,488.078,0.2,0.0
1991-09-02,0.0,0.0,442.208,0.0,0.1
1991-09-03,0.0,0.0,444.921,0.0,0.0
1991-09-04,0.0,0.0,636.94,0.0,0.0
1991-09-05,0.0,0.0,508.415,0.0,0.0
1991-09-06,0.0,0.0,515.951,0.0,0.0
1991-09-07,0.0,0.0,454.172,0.0,0.0
1991-09-08,0.0,0.0,421.622,0.0,0.2
1991-09-09,0.0,0.0,509.181,0.2,0.0
1991-09-10,0.0,0.0,510.197,0.1,0.0
1991-09-11,0.0,0.0,431.172,0.0,0.0
1991-09-12,0.0,0.0,397.206,0.0,0.0
1991-09-13,0.0,0.0,479.133,0.3,0.2
1991-09-14,0.0,0.0,451.402,0.6,0.0
1991-09-15,0.0,0.0,456.198,0.0,0.1
1991-09-16,0.0,0.0,373.747,0.1,0.1
1991-09-17,0.0,0.0,539.385,0.0,0.2
1991-09-18,0.0,0.0,432.557,0.0,0.0
1991-09-19,0.0,0.0,407.567,0.0,0.0
1991-09-20,0.0,0.0,390.235,0.0,0.0
1991-09-21,0.0,0.0,473.205,0.5,0.5
1991-09-22,0.0,0.0,329.378,0.0,0.0
1991-09-23,0.0,0.0,463.205,0.0,0.0
1991-09-24,0.0,0.0,264.348,0.0,0.0
1991-09-25,0.0,0.0,401.796,0.0,0.0
1991-09-26,0.0,0.0,418.098,0.0,0.0
1991-09-27,0.0,0.0,320.302,0.0,0.0
1991-09-28,0.0,0.0,386.858,0.0,0.0
1991-09-29,0.0,0.0,321.009,0.0,0.0
1991-09-30,0.0,0.0,353.853,0.0,0.0
1991-10-01,0.0,0.0,222.095,0.0,0.0
1991-10-02,0.0,0.0,354.518,0.0,0.0
1991-10-03,0.0,0.0,321.753,0.0,0.2
1991-10-04,0.0,0.0,321.917,0.0,0.0
1991-10-05,0.0,0.0,321.917,0.0,0.0
1991-10-06,0.0,0.0,355.162,0.1,0.0
1991-10-07,0.0,0.0,322.624,0.1,0.0
1991-10-08,0.0,0.0,322.458,0.0,0.0
1991-10-09,0.0,0.0,322.623,0.0,0.0
1991-10-10,0.0,0.0,322.459,0.0,0.0
1991-10-11,0.0,0.0,322.623,0.0,0.0
1991-10-12,0.0,0.0,357.43,0.0,0.0
1991-10-13,0.0,0.0,357.596,0.0,0.0
1991-10-14,0.0,0.0,323.265,0.0,0.0
1991-10-15,0.0,0.0,323.43,0.0,0.0
1991-10-16,0.0,0.0,324.137,0.1,0.4
1991-10-17,0.0,0.0,289.45,0.0,0.0
1991-10-18,0.0,0.0,324.137,0.0,0.0
1991-10-19,0.0,0.0,324.137,0.0,0.0
1991-10-20,0.0,0.0,323.969,0.0,0.0
1991-10-21,0.0,0.0,324.541,0.8,0.5
1991-10-22,0.0,0.0,324.775,0.2,0.1
1991-10-23,0.0,0.0,290.022,0.0,0.0
1991-10-24,0.2,0.0,324.945,0.2,0.1
1991-10-25,0.4,0.0,290.022,0.6,0.2
1991-10-26,0.7,0.0,324.775,0.4,0.3
1991-10-27,0.9,0.0,325.298,0.0,0.1
1991-10-28,1.0,0.0,290.376,0.0,0.0
1991-10-29,1.0,0.0,290.204,0.0,0.0
1991-10-30,1.0,0.0,255.1,0.0,0.0
1991-10-31,1.1,0.0,290.375,0.0,0.1
1991-11-01,1.1,0.0,290.276,0.0,0.0
1991-11-02,1.1,0.0,290.276,0.0,0.0
1991-11-03,1.2,0.0,325.38,0.0,0.0
1991-11-04,1.3,0.2,290.275,0.1,0.0
1991-11-05,1.6,0.5,325.905,0.9,0.6
1991-11-06,2.4,0.9,326.084,0.0,0.0
1991-11-07,2.4,1.1,290.629,0.0,0.0
1991-11-08,2.5,1.1,290.628,0.5,0.2
1991-11-09,2.5,1.3,326.259,0.1,0.1
1991-11-10,2.5,1.3,290.455,0.0,0.0
1991-11-11,2.5,1.3,290.628,0.0,0.0
1991-11-12,2.6,1.3,290.628,1.2,1.1
1991-11-13,3.4,1.8,327.167,0.4,0.2
1991-11-14,3.4,1.9,326.99,0.0,0.0
1991-11-15,3.4,1.9,327.167,0.0,0.0
1991-11-16,3.5,1.9,326.99,0.0,0.0
1991-11-17,3.5,1.9,327.167,0.0,0.1
1991-11-18,3.6,2.0,321.478,0.2,0.1
1991-11-19,3.8,2.0,321.299,0.0,0.0
1991-11-20,4.0,2.2,321.478,1.1,0.8
1991-11-21,4.9,3.0,321.299,0.3,0.0
1991-11-22,5.1,3.0,321.478,0.0,0.0
1991-11-23,5.1,3.0,285.295,0.0,0.1
1991-11-24,5.1,3.0,285.295,0.0,0.0
1991-11-25,5.2,3.1,248.0,0.5,0.5
1991-11-26,5.6,3.4,285.111,0.1,0.1
1991-11-27,5.6,3.5,285.295,0.1,0.2
1991-11-28,5.6,3.6,285.295,0.9,0.4
1991-11-29,6.6,4.1,285.295,0.3,0.2
1991-11-30,6.8,4.2,285.295,0.0,0.2
1991-12-01,6.9,4.5,284.478,0.7,0.1
1991-12-02,7.8,4.7,284.48,0.2,0.3
1991-12-03,7.9,4.9,284.758,0.2,0.0
1991-12-04,8.3,5.1,285.128,0.4,0.2
1991-12-05,8.7,5.3,285.126,0.5,0.4
1991-12-06,9.2,5.7,284.941,1.2,0.8
1991-12-07,10.3,6.5,278.85,0.4,0.2
